SEQ,Orig Filename,INST.1,INST.2,INST.#,INST.#.2,INST.3A,DESC,Dimension,Foto-ID,Farbskala
342,GZGHST0418Prasem,GZG,HST,0418,,,Prasem,,,
343,GZGHST0418PrasemFarbskala,GZG,HST,0418,,,Prasem,,,Farbskala
344,GZGHST0418PrasemFarbskala,GZG,HST,0418,,,Prasem,,,Farbskala
345,GZGHST01290482Muricitesdeformis,GZG,HST,0129,0482,,Muricitesdeformis,,,
346,GZGHST01290482Muricitesdeformis,GZG,HST,0129,0482,,Muricitesdeformis,,,
347,GZGHST01290482MuricitesdeformisFarbskala,GZG,HST,0129,0482,,Muricitesdeformis,,,Farbskala
348,GZGHST01290482MuricitesdeformisFarbskala,GZG,HST,0129,0482,,Muricitesdeformis,,,Farbskala
349,GZGHST01290482MuricitesdeformisFarbskala,GZG,HST,0129,0482,,Muricitesdeformis,,,Farbskala
350,GZGHST01290482MuricitesdeformisFarbskala,GZG,HST,0129,0482,,Muricitesdeformis,,,Farbskala
351,GZGHST04240491VivianitFarbskala,GZG,HST,0424,0491,,Vivianit,,,Farbskala
352,GZGHST04240491Vivianit,GZG,HST,0424,0491,,Vivianit,,,
353,GZGHST04240491Vivianit,GZG,HST,0424,0491,,Vivianit,,,
354,GZGHST04240491VivianitFarbskala,GZG,HST,0424,0491,,Vivianit,,,Farbskala
355,GZGHST04240491VivianitFarbskala,GZG,HST,0424,0491,,Vivianit,,,Farbskala
356,GZGHST04240491VivianitFarbskala,GZG,HST,0424,0491,,Vivianit,,,Farbskala
357,GZGHST04240491VivianitFarbskala,GZG,HST,0424,0491,,Vivianit,,,Farbskala
358,GZGHST05102D,GZG,HST,0510,,,,2D,,
359,GZGHST05132D,GZG,HST,0513,,,,2D,,
360,GZGHST05162D,GZG,HST,0516,,,,2D,,
361,GZGHST03432D,GZG,HST,0343,,,,2D,,
362,GZGHST0437Nummuliten,GZG,HST,0437,,,Nummuliten,,,
363,GZGHST0437NummulitenFarbskala,GZG,HST,0437,,,Nummuliten,,,Farbskala
364,GZGHST0437NummulitenFarbskala,GZG,HST,0437,,,Nummuliten,,,Farbskala
365,GZGHST0433Chalkanthit,GZG,HST,0433,,,Chalkanthit,,,
366,GZGHST0433ChalkanthitFarbskala,GZG,HST,0433,,,Chalkanthit,,,Farbskala
367,GZGHST0433ChalkanthitFarbskala,GZG,HST,0433,,,Chalkanthit,,,Farbskala
368,GZGHST05872D,GZG,HST,0587,,,,2D,,
369,GZGHST05882D,GZG,HST,0588,,,,2D,,
370,GZGHST0223Mallotusvillosus,GZG,HST,0223,,,Mallotusvillosus,,,
371,GZGHST0223MallotusvillosusFarbskala,GZG,HST,0223,,,Mallotusvillosus,,,Farbskala
372,GZGHST0223MallotusvillosusFarbskala,GZG,HST,0223,,,Mallotusvillosus,,,Farbskala
373,GZGHST0125Strombusfortisii,GZG,HST,0125,,,Strombusfortisii,,,
374,GZGHST0125StrombusfortisiiFarbskala,GZG,HST,0125,,,Strombusfortisii,,,Farbskala
375,GZGHST0125StrombusfortisiiFarbskala,GZG,HST,0125,,,Strombusfortisii,,,Farbskala
376,GZGHST0438abCadochamoussetiasubpatruum,GZG,HST,0438,,ab,Cadochamoussetiasubpatruum,,,
377,GZGHST0438abCadochamoussetiasubpatruum,GZG,HST,0438,,ab,Cadochamoussetiasubpatruum,,,
378,GZGHST0438abCadochamoussetiasubpatruumFarbskala,GZG,HST,0438,,,abCadochamoussetiasubpatruum,,,Farbskala
379,GZGHST0438abCadochamoussetiasubpatruumFarbskala,GZG,HST,0438,,,abCadochamoussetiasubpatruum,,,Farbskala
380,GZGHST0438abCadochamoussetiasubpatruumFarbskala,GZG,HST,0438,,,abCadochamoussetiasubpatruum,,,Farbskala
381,GZGHST0438abCadochamoussetiasubpatruumFarbskala,GZG,HST,0438,,,abCadochamoussetiasubpatruum,,,Farbskala
382,GZGHST02302D,GZG,HST,0230,,,,2D,,
383,GZGHST05312D,GZG,HST,0531,,,,2D,,
384,GZGHST0082Fungit,GZG,HST,0082,,,Fungit,,,
385,GZGHST0082FungitFarbskala,GZG,HST,0082,,,Fungit,,,Farbskala
386,GZGHST0082FungitFarbskala,GZG,HST,0082,,,Fungit,,,Farbskala
387,GZGHST0083Fungit,GZG,HST,0083,,,Fungit,,,
388,GZGHST0083FungitFarbskala,GZG,HST,0083,,,Fungit,,,Farbskala
389,GZGHST0083FungitFarbskala,GZG,HST,0083,,,Fungit,,,Farbskala
390,GZGHST06052D,GZG,HST,0605,,,,2D,,
391,GZGHST06052D,GZG,HST,0605,,,,2D,,
392,GZGHST0461Baryt,GZG,HST,0461,,,Baryt,,,
393,GZGHST0461BarytFarbskala,GZG,HST,0461,,,Baryt,,,Farbskala
394,GZGHST0461BarytFarbskala,GZG,HST,0461,,,Baryt,,,Farbskala
395,GZGHST03262D,GZG,HST,0326,,,,2D,,
396,GZGHST03262D,GZG,HST,0326,,,,2D,,
397,GZGHST03342D,GZG,HST,0334,,,,2D,,
398,GZGHST03342D,GZG,HST,0334,,,,2D,,
399,GZGHST04752D,GZG,HST,0475,,,,2D,,
400,GZGHST04752D,GZG,HST,0475,,,,2D,,
401,GZGHST0448Hmatit,GZG,HST,0448,,,Hmatit,,,
402,GZGHST0448HmatitFarbskala,GZG,HST,0448,,,Hmatit,,,Farbskala
403,GZGHST0448HmatitFarbskala,GZG,HST,0448,,,Hmatit,,,Farbskala
404,GZGHST0431aGipsFarbskala,GZG,HST,0431,a,,Gips,,,Farbskala
405,GZGHST0431aGipsFarbskala,GZG,HST,0431,a,,Gips,,,Farbskala
406,GZGHST0431ahGips,GZG,HST,0431,ah,,Gips,,,
407,GZGHST06302D,GZG,HST,0630,,,,2D,,
408,GZGHST05512D,GZG,HST,0551,,,,2D,,
409,GZGHST05512D,GZG,HST,0551,,,,2D,,
410,GZGHST0422Granat,GZG,HST,0422,,,Granat,,,
411,GZGHST0422GranatFarbskala,GZG,HST,0422,,,Granat,,,Farbskala
412,GZGHST0422GranatFarbskala,GZG,HST,0422,,,Granat,,,Farbskala
413,GZGHST06132D,GZG,HST,0613,,,,2D,,
414,GZGHST05532D,GZG,HST,0553,,,,2D,,
415,GZGHST05532D,GZG,HST,0553,,,,2D,,
416,GZGHST06252D,GZG,HST,0625,,,,2D,,
417,GZGHST0451Cerussit,GZG,HST,0451,,,Cerussit,,,
418,GZGHST0451CerussitFarbskala,GZG,HST,0451,,,Cerussit,,,Farbskala
419,GZGHST0451CerussitFarbskala,GZG,HST,0451,,,Cerussit,,,Farbskala
420,GZGHST04200490Holzopal,GZG,HST,0420,0490,,Holzopal,,,
421,GZGHST04200490HolzopalFarbskala,GZG,HST,0420,0490,,Holzopal,,,Farbskala
422,GZGHST04200490HolzopalFarbskala,GZG,HST,0420,0490,,Holzopal,,,Farbskala
423,GZGHST04200490Holzopal,GZG,HST,0420,0490,,Holzopal,,,
424,GZGHST04200490HolzopalFarbskala,GZG,HST,0420,0490,,Holzopal,,,Farbskala
425,GZGHST04200490HolzopalFarbskala,GZG,HST,0420,0490,,Holzopal,,,Farbskala
426,GZGHST05662D,GZG,HST,0566,,,,2D,,
427,GZGHST05662D,GZG,HST,0566,,,,2D,,
428,GZGHST0646c2D,GZG,HST,0646,,c,,2D,,
429,GZGHST05432D,GZG,HST,0543,,,,2D,,
430,GZGHST05432D,GZG,HST,0543,,,,2D,,
431,GZGHST03662D,GZG,HST,0366,,,,2D,,
432,GZGHST03662D,GZG,HST,0366,,,,2D,,
433,GZGHST05422D,GZG,HST,0542,,,,2D,,
434,GZGHST05422D,GZG,HST,0542,,,,2D,,
435,GZGHST06422D,GZG,HST,0642,,,,2D,,
436,GZGHST06422D,GZG,HST,0642,,,,2D,,
437,GZGHST06372D,GZG,HST,0637,,,,2D,,
438,GZGHST06372D,GZG,HST,0637,,,,2D,,
439,GZGHST06392D,GZG,HST,0639,,,,2D,,
440,GZGHST06392D,GZG,HST,0639,,,,2D,,
441,GZGHST04832D,GZG,HST,0483,,,,2D,,
442,GZGHST09322D,GZG,HST,0932,,,,2D,,
443,GZGHST09322D,GZG,HST,0932,,,,2D,,
444,GZGHST0097b2D,GZG,HST,0097,,b,,2D,,
445,GZGHST00932D,GZG,HST,0093,,,,2D,,
446,GZGHST0768b2D,GZG,HST,0768,,,,b2D,,
447,GZGHST00872D,GZG,HST,0087,,,,2D,,
448,GZGHST03072D,GZG,HST,0307,,,,2D,,
449,GZGHST03072D,GZG,HST,0307,,,,2D,,
450,GZGHST03072D,GZG,HST,0307,,,,2D,,
451,GZGHST08852D,GZG,HST,0885,,,,2D,,
452,GZGHST08852D,GZG,HST,0885,,,,2D,,
453,GZGHST08402D,GZG,HST,0840,,,,2D,,
454,GZGHST0508CoelodontaantiquitatisFarbskala,GZG,HST,0508,,,Coelodontaantiquitatis,,,Farbskala
455,GZGHST0508CoelodontaantiquitatisFarbskala,GZG,HST,0508,,,Coelodontaantiquitatis,,,Farbskala
456,GZGHST0508CoelodontaantiquitatisFarbskala,GZG,HST,0508,,,Coelodontaantiquitatis,,,Farbskala
457,GZGHST0514Coelodontaantiquitatis,GZG,HST,0514,,,Coelodontaantiquitatis,,,
458,GZGHST07482D,GZG,HST,0748,,,,2D,,
459,GZGHST07482D,GZG,HST,0748,,,,2D,,
460,AIG2,,AIG,0002,,,,,,
461,AIG2a,,AIG,2a,,,,,,
462,AIG2b,,AIG,2b,,,,,,
463,AIG2c,,AIG,2c,,,,,,
464,AIG2d,,AIG,2d,,,,,,
465,AIG2e,,AIG,2e,,,,,,
466,AIG2f,,AIG,2f,,,,,,
467,AIG2g,,AIG,2g,,,,,,
468,AIG2h,,AIG,2h,,,,,,
469,AIG2d,,AIG,2d,,,,,,
470,AIG2Detail,,AIG,0002,,,Detail,,,
471,AIG2Detail2,,AIG,0002,,,Detail2,,,
472,AIG2d,,AIG,2d,,,,,,
473,AIG2c,,AIG,2c,,,,,,
474,AIG3a,,AIG,3a,,,,,,
475,AIG3b,,AIG,3b,,,,,,
476,AIG3c,,AIG,3c,,,,,,
477,AIG3d,,AIG,3d,,,,,,
478,AIG3e,,AIG,3e,,,,,,
479,AIG3f,,AIG,3f,,,,,,
480,AIG3g,,AIG,3g,,,,,,
481,AIG3h,,AIG,3h,,,,,,
482,AIG3d,,AIG,3d,,,,,,
483,AIG3Detail,,AIG,0003,,,Detail,,,
484,GZGHST07502D,GZG,HST,0750,,,,2D,,
485,GZGHST07502D,GZG,HST,0750,,,,2D,,
486,GZGHST07532D,GZG,HST,0753,,,,2D,,
487,GZGHST07532D,GZG,HST,0753,,,,2D,,
488,GZGHST07522D,GZG,HST,0752,,,,2D,,
489,GZGHST07522D,GZG,HST,0752,,,,2D,,
490,GZGHST08602D,GZG,HST,0860,,,,2D,,
491,GZGHST08602D,GZG,HST,0860,,,,2D,,
492,GZGHST02962D,GZG,HST,0296,,,,2D,,
493,GZGHST0844ab2D,GZG,HST,0844,,ab,,2D,,
494,GZGHST0844ab2D,GZG,HST,0844,,ab,,2D,,
495,AIG5a,,AIG,5a,,,,,,
496,AIG5b,,AIG,5b,,,,,,
497,AIG5c,,AIG,5c,,,,,,
498,AIG5d,,AIG,5d,,,,,,
499,AIG5e,,AIG,5e,,,,,,
500,AIG5f,,AIG,5f,,,,,,
501,AIG5g,,AIG,5g,,,,,,
502,AIG5h,,AIG,5h,,,,,,
503,AIG5d,,AIG,5d,,,,,,
504,AIG4,,AIG,0004,,,,,,
505,GZGHST02782D,GZG,HST,0278,,,,2D,,
506,AIG6,,AIG,0006,,,,,,
507,DSC01020,,DSC01020,,,,,,,
508,DSC01021,,DSC01021,,,,,,,
509,AIG8,,AIG,0008,,,,,,
510,AIG8a,,AIG,8a,,,,,,
511,AIG8b,,AIG,8b,,,,,,
512,AIG8c,,AIG,8c,,,,,,
513,AIG8d,,AIG,8d,,,,,,
514,AIG8e,,AIG,8e,,,,,,
515,AIG8f,,AIG,8f,,,,,,
516,AIG8g,,AIG,8g,,,,,,
517,AIG8h,,AIG,8h,,,,,,
518,AIG8e,,AIG,8e,,,,,,
519,GZGHST04232D,GZG,HST,0423,,,,2D,,
520,GZGHST04232D,GZG,HST,0423,,,,2D,,
521,GZGHST09712D,GZG,HST,0971,,,,2D,,
522,GZGHST09712D,GZG,HST,0971,,,,2D,,
523,GZGHST01382D,GZG,HST,0138,,,,2D,,
524,GZGHST01522D,GZG,HST,0152,,,,2D,,
525,GZGHST0773ab2D,GZG,HST,0773,,ab,,2D,,
526,GZGHST0774ab2D,GZG,HST,0774,,ab,,2D,,
527,GZGHST0774ab2D,GZG,HST,0774,,ab,,2D,,
528,GZGHST0852au2D,GZG,HST,0852,,au,,2D,,
529,GZGHST0852au2D,GZG,HST,0852,,au,,2D,,
530,GZGHST0357ab2D,GZG,HST,0357,,ab,,2D,,
531,GZGHST0270ac2D,GZG,HST,0270,,ac,,2D,,
532,GZGHST0308ac2D,GZG,HST,0308,,ac,,2D,,
533,GZGHST0308ac2D,GZG,HST,0308,,ac,,2D,,
534,GZGHST02442D,GZG,HST,0244,,,,2D,,
535,GZGHST02442D,GZG,HST,0244,,,,2D,,
536,GZGHST04002D,GZG,HST,0400,,,,2D,,
537,GZGHST04002D,GZG,HST,0400,,,,2D,,
538,GZGHST07122D,GZG,HST,0712,,,,2D,,
539,GZGHST05602D,GZG,HST,0560,,,,2D,,
540,GZGHST0839ac2D,GZG,HST,0839,,ac,,2D,,
541,GZGHST08722D,GZG,HST,0872,,,,2D,,
542,GZGHST08722D,GZG,HST,0872,,,,2D,,
543,GZGHST0559af2D,GZG,HST,0559,,af,,2D,,
544,GZGHST0561ae2D,GZG,HST,0561,,ae,,2D,,
545,GZGHST02252D,GZG,HST,0225,,,,2D,,
546,GZGHST02252D,GZG,HST,0225,,,,2D,,
547,AIG17,,AIG,0017,,,,,,
548,AIG20,,AIG,0020,,,,,,
549,AIG21,,AIG,0021,,,,,,
550,AIG21a,,AIG,0021,,a,,,,
551,AIG21b,,AIG,0021,,b,,,,
552,AIG21c,,AIG,0021,,c,,,,
553,AIG21d,,AIG,0021,,d,,,,
554,AIG21e,,AIG,0021,,e,,,,
555,AIG21f,,AIG,0021,,f,,,,
556,AIG21g,,AIG,0021,,g,,,,
557,AIG21h,,AIG,0021,,h,,,,
558,AIG21Detail,,AIG,0021,,,Detail,,,
559,AIG21,,AIG,0021,,,,,,
560,AIG22,,AIG,0022,,,,,,
561,AIG22a,,AIG,0022,,a,,,,
562,AIG22b,,AIG,0022,,b,,,,
563,AIG22c,,AIG,0022,,c,,,,
564,AIG22d,,AIG,0022,,d,,,,
565,AIG22f,,AIG,0022,,f,,,,
566,AIG22g,,AIG,0022,,g,,,,
567,AIG22h,,AIG,0022,,h,,,,
568,AIG22Detail,,AIG,0022,,,Detail,,,
569,AIG22,,AIG,0022,,,,,,
570,AIG23,,AIG,0023,,,,,,
571,AIG23a,,AIG,0023,,a,,,,
572,AIG23b,,AIG,0023,,b,,,,
573,AIG23c,,AIG,0023,,c,,,,
574,AIG23d,,AIG,0023,,d,,,,
575,AIG23e,,AIG,0023,,e,,,,
576,AIG23f,,AIG,0023,,f,,,,
577,AIG23g,,AIG,0023,,g,,,,
578,AIG23h,,AIG,0023,,h,,,,
579,AIG24,,AIG,0024,,,,,,
580,AIG24a,,AIG,0024,,a,,,,
581,AIG24b,,AIG,0024,,b,,,,
582,AIG24c,,AIG,0024,,c,,,,
583,AIG24d,,AIG,0024,,d,,,,
584,AIG24e,,AIG,0024,,e,,,,
585,AIG24f,,AIG,0024,,f,,,,
586,AIG24g,,AIG,0024,,g,,,,
587,AIG24h,,AIG,0024,,h,,,,
588,AIG370Farbskala,,AIG,0370,,,,,,Farbskala
589,AIG370OSmitUK001,,AIG,0370,,,OSmitUK,,001,
590,AIG370OSmitUK005,,AIG,0370,,,OSmitUK,,005,
591,AIG370OSmitUK011,,AIG,0370,,,OSmitUK,,011,
592,AIG370OSmitUK017,,AIG,0370,,,OSmitUK,,017,
593,AIG370OSmitUK091,,AIG,0370,,,OSmitUK,,091,
594,AIG370OSmitUK023,,AIG,0370,,,OSmitUK,,023,
595,AIG370OSmitUK039,,AIG,0370,,,OSmitUK,,039,
596,AIG370OSmitUK026,,AIG,0370,,,OSmitUK,,026,
597,AIG374Farbskala,,AIG,0374,,,,,,Farbskala
598,AIG374OSmitUK001,,AIG,0374,,,OSmitUK,,001,
599,AIG374OSmitUK005,,AIG,0374,,,OSmitUK,,005,
600,AIG374OSmitUK011,,AIG,0374,,,OSmitUK,,011,
601,AIG374OSmitUK017,,AIG,0374,,,OSmitUK,,017,
602,AIG374OSmitUK019,,AIG,0374,,,OSmitUK,,019,
603,AIG374OSmitUK023,,AIG,0374,,,OSmitUK,,023,
604,AIG374OSmitUK091,,AIG,0374,,,OSmitUK,,091,
605,AIG374OSmitUK001,,AIG,0374,,,OSmitUK,,001,
606,AIG374OSmitUK017,,AIG,0374,,,OSmitUK,,017,
607,AIG561OSmitUK0011,,AIG,0561,,,OSmitUK,,011,
608,AIG561OSmitUK00111,,AIG,0561,,,OSmitUK,,111,
609,AIG561OSmitUK00116,,AIG,0561,,,OSmitUK,,116,
610,AIG561OSmitUK0015,,AIG,0561,,,OSmitUK,,015,
611,AIG561OSmitUK00191,,AIG,0561,,,OSmitUK,,191,
612,AIG561OSmitUK00124,,AIG,0561,,,OSmitUK,,124,
613,AIG561OSmitUK00138,,AIG,0561,,,OSmitUK,,138,
614,AIG561OSmitUK0011,,AIG,0561,,,OSmitUK,,011,
615,AIG561OSmitUK,,AIG,0561,,,OSmitUK,,,
616,AIG374OSmitUK,,AIG,0374,,,OSmitUK,,,
617,AIG370OSmitUK,,AIG,0370,,,OSmitUK,,,
618,AIG561OSmitUK00117,,AIG,0561,,,OSmitUK,,117,
619,AIG561OSmitUK00141,,AIG,0561,,,OSmitUK,,141,
620,GZGHST0431ahGips,GZG,HST,0431,,ah,Gips,,,
621,GZGHST0431ahGips,GZG,HST,0431,,ah,Gips,,,
622,GZGHST00282D18,GZG,HST,0028,,,,2D,018,
623,GZGHST00282D08,GZG,HST,0028,,,,2D,008,
624,GZGHST00282D03,GZG,HST,0028,,,,2D,003,
625,GZGHST00282D05,GZG,HST,0028,,,,2D,005,
626,GZGHST00552D08,GZG,HST,0055,,,,2D,008,
627,GZGHST00552D09,GZG,HST,0055,,,,2D,009,
628,GZGHST02662D16,GZG,HST,0266,,,,2D,016,
629,GZGHST02662D04,GZG,HST,0266,,,,2D,004,
630,GZGHST02772D07,GZG,HST,0277,,,,2D,007,
631,GZGHST02772D01,GZG,HST,0277,,,,2D,001,
632,GZGHST03172D04,GZG,HST,0317,,,,2D,004,
633,GZGHST03172D01,GZG,HST,0317,,,,2D,001,
634,GZGHST03332D11,GZG,HST,0333,,,,2D,011,
635,GZGHST03332D01,GZG,HST,0333,,,,2D,001,
636,GZGHST03332D10,GZG,HST,0333,,,,2D,010,
637,GZGHST03332D16,GZG,HST,0333,,,,2D,016,
638,GZGHST04212D05,GZG,HST,0421,,,,2D,005,
639,GZGHST04212D07,GZG,HST,0421,,,,2D,007,
640,GZGHST04302D06,GZG,HST,0430,,,,2D,006,
641,GZGHST04302D11,GZG,HST,0430,,,,2D,011,
642,GZGHST04302D05,GZG,HST,0430,,,,2D,005,
643,GZGHST04302D18,GZG,HST,0430,,,,2D,018,
644,GZGHST04352D06,GZG,HST,0435,,,,2D,006,
645,GZGHST04352D09,GZG,HST,0435,,,,2D,009,
646,GZGHST04352D07,GZG,HST,0435,,,,2D,007,
647,GZGHST04352D16,GZG,HST,0435,,,,2D,016,
648,GZGHST04492D09,GZG,HST,0449,,,,2D,009,
649,GZGHST04492D02,GZG,HST,0449,,,,2D,002,
650,GZGHST04492D07,GZG,HST,0449,,,,2D,007,
651,GZGHST04592D07,GZG,HST,0459,,,,2D,007,
652,GZGHST04592D10,GZG,HST,0459,,,,2D,010,
653,AIG346bersicht,,AIG,0346,,,bersicht,,,
654,AIG346a,,AIG,0346,,a,,,,
655,AIG346b,,AIG,0346,,b,,,,
656,AIG346d,,AIG,0346,,d,,,,
657,AIG346e,,AIG,0346,,e,,,,
658,AIG346f,,AIG,0346,,f,,,,
659,AIG346g,,AIG,0346,,g,,,,
660,AIG346h,,AIG,0346,,h,,,,
661,AIG346Detail1,,AIG,0346,,,Detail1,,,
662,AIG346Detail2,,AIG,0346,,,Detail2,,,
663,AIG346Detail3,,AIG,0346,,,Detail3,,,
664,AIG346Detail4,,AIG,0346,,,Detail4,,,
665,AIG346Detail5,,AIG,0346,,,Detail5,,,
666,AIG349a,,AIG,0349,,a,,,,
667,AIG349b,,AIG,0349,,b,,,,
668,AIG349c,,AIG,0349,,c,,,,
669,AIG349d,,AIG,0349,,d,,,,
670,AIG349e,,AIG,0349,,e,,,,
671,AIG349f,,AIG,0349,,f,,,,
672,AIG349g,,AIG,0349,,g,,,,
673,AIG349h,,AIG,0349,,h,,,,
674,AIG349Detail1,,AIG,0349,,,Detail1,,,
675,AIG349Detail1,,AIG,0349,,,Detail1,,,
676,AIG352a,,AIG,0352,,a,,,,
677,AIG352b,,AIG,0352,,b,,,,
678,AIG352c,,AIG,0352,,c,,,,
679,AIG352d,,AIG,0352,,d,,,,
680,AIG352e,,AIG,0352,,e,,,,
681,AIG352f,,AIG,0352,,f,,,,
682,AIG352g,,AIG,0352,,g,,,,
683,AIG352h,,AIG,0352,,h,,,,
684,AIG352Detail3,,AIG,0352,,,Detail3,,,
685,AIG371a,,AIG,0371,,a,,,,
686,AIG371b,,AIG,0371,,b,,,,
687,AIG371c,,AIG,0371,,c,,,,
688,AIG371d,,AIG,0371,,d,,,,
689,AIG371e,,AIG,0371,,e,,,,
690,AIG371f,,AIG,0371,,f,,,,
691,AIG371g,,AIG,0371,,g,,,,
692,AIG371h,,AIG,0371,,h,,,,
693,AIG371Detail1,,AIG,0371,,,Detail1,,,
694,AIG371Detail2,,AIG,0371,,,Detail2,,,
695,AIG373a,,AIG,0373,,a,,,,
696,AIG373b,,AIG,0373,,b,,,,
697,AIG373c,,AIG,0373,,c,,,,
698,AIG373d,,AIG,0373,,d,,,,
699,AIG373e,,AIG,0373,,e,,,,
700,AIG373f,,AIG,0373,,f,,,,
701,AIG373g,,AIG,0373,,g,,,,
702,AIG373h,,AIG,0373,,h,,,,
703,AIG373Detail,,AIG,0373,,,Detail,,,
704,AIG586OSmitUK001,,AIG,0586,,,OSmitUK,,,
705,AIG586OSmitUK005,,AIG,0586,,,OSmitUK,,,
706,AIG586OSmitUK011,,AIG,0586,,,OSmitUK,,,
707,AIG586OSmitUK017,,AIG,0586,,,OSmitUK,,,
708,AIG586OSmitUK019,,AIG,0586,,,OSmitUK,,,
709,AIG586OSmitUK003,,AIG,0586,,,OSmitUK,,,
710,AIG586OSmitUK091,,AIG,0586,,,OSmitUK,,,
711,AIG586USmitUK091,,AIG,0586,,,UsmitUK,,091,
712,AIG586OSmitUK018,,AIG,0586,,,OSmitUK,,,
713,AIG586OSmitUK018,,AIG,0586,,,OSmitUK,,,
714,AIG586OSmitUK021,,AIG,0586,,,OSmitUK,,,
715,AIG375a,,AIG,0375,,a,,,,
716,AIG375b,,AIG,0375,,b,,,,
717,AIG375d,,AIG,0375,,d,,,,
718,AIG375e,,AIG,0375,,e,,,,
719,AIG375f,,AIG,0375,,f,,,,
720,AIG375c,,AIG,0375,,c,,,,
721,AIG375Detail1,,AIG,0375,,,Detail1,,,
722,AIG375Detail2,,AIG,0375,,,Detail2,,,
723,AIG376a,,AIG,0376,,a,,,,
724,AIG376b,,AIG,0376,,b,,,,
725,AIG376c,,AIG,0376,,c,,,,
726,AIG376d,,AIG,0376,,d,,,,
727,AIG376e,,AIG,0376,,e,,,,
728,AIG376f,,AIG,0376,,f,,,,
729,AIG376g,,AIG,0376,,g,,,,
730,AIG376h,,AIG,0376,,h,,,,
731,AIG376Detail,,AIG,0376,,,Detail,,,
732,AIG439a,,AIG,0439,,a,,,,
733,AIG439b,,AIG,0439,,b,,,,
734,AIG439c,,AIG,0439,,c,,,,
735,AIG439d,,AIG,0439,,d,,,,
736,AIG439e,,AIG,0439,,e,,,,
737,AIG439f,,AIG,0439,,f,,,,
738,AIG439g,,AIG,0439,,g,,,,
739,AIG439h,,AIG,0439,,h,,,,
740,AIG439Detail1,,AIG,0439,,,Detail1,,,
741,AIG439Detail2,,AIG,0439,,,Detail2,,,
742,AIG439Detail1,,AIG,0439,,,Detail1,,,
743,AIG439Detail2,,AIG,0439,,,Detail2,,,
744,AIG439Detail3,,AIG,0439,,,Detail3,,,
745,AIG439Detail4,,AIG,0439,,,Detail4,,,
746,GZGHST0419Topazbearbeitet,GZG,HST,0419,,,Topazbearbeitet,,,
747,GZGHST0419Topazexternbearbeitet300dpi800pxB02sec,GZG,HST,0419,,,Topazexternbearbeitet300dpi800pxB02sec,,,
748,AIG560OSmitUK1,,AIG,0560,,,OSmitUK,,001,
749,AIG560OSmitUK,,AIG,0560,,,OSmitUK,,,
750,AIG560OSmitUK1,,AIG,0560,,,OSmitUK,,001,
751,AIG560OSmitUK11,,AIG,0560,,,OSmitUK,,011,
752,AIG560OSmitUK5,,AIG,0560,,,OSmitUK,,005,
753,AIG560OSmitUK17,,AIG,0560,,,OSmitUK,,017,
754,AIG560OSmitUK23,,AIG,0560,,,OSmitUK,,023,
755,AIG560OSmitUK39,,AIG,0560,,,OSmitUK,,039,
756,AIG560OSmitUK91,,AIG,0560,,,OSmitUK,,091,
757,AIG561OSmitUK,,AIG,0561,,,OSmitUK,,,
758,GZGHST0271Alaunerde,GZG,HST,0271,,,Alaunerde,,,
759,AIG570Farbskala,,AIG,0570,,,,,,Farbskala
760,AIG589OSohneUK001,,AIG,0589,,,OSohneUK,,001,
761,AIG598OSmitUK1,,AIG,0598,,,OSmitUK,,001,
762,AIG665OSmitUK1,,AIG,0665,,,OSmitUK,,001,
763,AIG778OSmitUK1,,AIG,0778,,,OSmitUK,,001,
764,GZGHST00552D12,GZG,HST,0055,,,,2D,012,
765,GZGHST00552D15,GZG,HST,0055,,,,2D,015,
766,AIG546OSmitUK,,AIG,0546,,,OSmitUK,,,
767,AIG560OSmitUK18,,AIG,0560,,,OSmitUK,,018,
768,AIG560OSmitUK19,,AIG,0560,,,OSmitUK,,019,
769,AIG560OSmitUK1,,AIG,0560,,,OSmitUK,,001,
770,GZGHST00292D04,GZG,HST,0029,,,,2D,004,
771,GZGHST00292D06,GZG,HST,0029,,,,2D,006,
772,GZGHST00292D07,GZG,HST,0029,,,,2D,007,
773,GZGHST00822D04,GZG,HST,0082,,,,2D,004,
774,GZGHST00822D01,GZG,HST,0082,,,,2D,001,
775,GZGHST00832D05,GZG,HST,0083,,,,2D,005,
776,GZGHST00832D01,GZG,HST,0083,,,,2D,001,
777,GZGHST00842D03,GZG,HST,0084,,,,2D,003,
778,GZGHST00842D01,GZG,HST,0084,,,,2D,001,
779,GZGHST0082008300842D06,GZG,HST,0082,830084,,,2D,006,
780,GZGHST0082008300842D06,GZG,HST,0082,830084,,,2D,006,
781,GZGHST02652D06,GZG,HST,0265,,,,2D,006,
782,GZGHST02652D05,GZG,HST,0265,,,,2D,005,
783,GZGHST02652D07,GZG,HST,0265,,,,2D,007,
784,GZGHST02662D03,GZG,HST,0266,,,,2D,003,
785,GZGHST03792D05,GZG,HST,0379,,,,2D,005,
786,GZGHST04202D03,GZG,HST,0420,,,,2D,003,
787,GZGHST04202D04,GZG,HST,0420,,,,2D,004,
788,GZGHST04902D01,GZG,HST,0490,,,,2D,001,
789,GZGHST04902D04,GZG,HST,0490,,,,2D,004,
790,GZGHST04202D01,GZG,HST,0420,,,,2D,001,
791,GZGHST04272D09,GZG,HST,0427,,,,2D,009,
